"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9109","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-11","passed","2026-09-11","","e2e/discount-flow.spec.ts","",""
"","1370","[ENV-HEALTH-CHECK-001] Confirmar que o ambiente está acessível","health-check","2026-09-11","passed","2026-09-11","","support/healthCheck.setup.ts","",""
"","16505","[E2E-CART-QUANTITY-001] Alterar quantidade do item no carrinho pela UI","chromium-e2e","2026-09-11","passed","2026-09-11","","e2e/cart-quantity.spec.ts","",""
"","10425","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-11","passed","2026-09-11","","e2e/discount-flow.spec.ts","",""
"","11705","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-11","passed","2026-09-11","","e2e/discount-flow.spec.ts","",""
"","7807","[E2E-DISCOUNT-001] Validar desconto aplicado no card do produto","chromium-e2e","2026-09-11","passed","2026-09-11","","e2e/discount-flow.spec.ts","",""
"","6317","[E2E-DISCOUNT-001] Validar desconto aplicado no card do produto","chromium-e2e","2026-09-11","passed","2026-09-11","","e2e/discount-flow.spec.ts","",""
"","16136","[E2E-CART-QUANTITY-001] Alterar quantidade do item no carrinho pela UI","chromium-e2e","2026-09-11","passed","2026-09-11","","e2e/cart-quantity.spec.ts","",""
"","6593","[E2E-DISCOUNT-001] Validar desconto aplicado no card do produto","chromium-e2e","2026-09-11","passed","2026-09-11","","e2e/discount-flow.spec.ts","",""
