"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14396","[E2E-CART-QUANTITY-001] Alterar quantidade do item no carrinho pela UI","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/cart-quantity.spec.ts","",""
"","16000","[E2E-PURCHASE-001] Comprar produto autenticado até o checkout","chromium-e2e","2026-09-14","passed","2026-09-14","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","6330","[API-WC-CART-SOLD-INDIVIDUALLY-001] Rejeitar atualização para quantidade > 1 em produto sold_individually","chromium-api","2026-09-14","passed","2026-09-14","","api/cart-mutation.spec.ts","",""
"","904","[API-WC-STORE-PRODUCTS-001] Consultar produtos disponíveis","chromium-api","2026-09-14","passed","2026-09-14","Store API","api/store-api.spec.ts","",""
"","14755","[E2E-CART-QUANTITY-001] Alterar quantidade do item no carrinho pela UI","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/cart-quantity.spec.ts","",""
"","5813","[API-WC-CART-UPDATE-ITEM-001] Atualizar quantidade de uma variação no carrinho","chromium-api","2026-09-14","passed","2026-09-14","","api/cart-mutation.spec.ts","",""
"","746","[API-WC-STORE-CART-001] Consultar um carrinho novo","chromium-api","2026-09-14","passed","2026-09-14","Store API","api/store-api.spec.ts","",""
"","8030","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/discount-flow.spec.ts","",""
"","6993","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-14","passed","2026-09-14","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","768","[API-WC-STORE-PRODUCTS-001] Consultar produtos disponíveis","chromium-api","2026-09-14","passed","2026-09-14","Store API","api/store-api.spec.ts","",""
"","15489","[E2E-CART-QUANTITY-001] Alterar quantidade do item no carrinho pela UI","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/cart-quantity.spec.ts","",""
"","10578","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/discount-flow.spec.ts","",""
"","4707","[API-WC-CART-SOLD-INDIVIDUALLY-001] Rejeitar atualização para quantidade > 1 em produto sold_individually","chromium-api","2026-09-14","passed","2026-09-14","","api/cart-mutation.spec.ts","",""
"","15020","[E2E-PURCHASE-001] Comprar produto autenticado até o checkout","chromium-e2e","2026-09-14","passed","2026-09-14","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","14852","[E2E-PURCHASE-001] Comprar produto autenticado até o checkout","chromium-e2e","2026-09-14","passed","2026-09-14","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","945","[API-WC-STORE-PRODUCTS-001] Consultar produtos disponíveis","chromium-api","2026-09-14","passed","2026-09-14","Store API","api/store-api.spec.ts","",""
"","7405","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-14","passed","2026-09-14","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","5614","[API-WC-CART-SOLD-INDIVIDUALLY-001] Rejeitar atualização para quantidade > 1 em produto sold_individually","chromium-api","2026-09-14","passed","2026-09-14","","api/cart-mutation.spec.ts","",""
"","15822","[E2E-CART-QUANTITY-001] Alterar quantidade do item no carrinho pela UI","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/cart-quantity.spec.ts","",""
"","6350","[E2E-DISCOUNT-001] Validar desconto aplicado no card do produto","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/discount-flow.spec.ts","",""
"","1172","[API-WC-STORE-PRODUCTS-CONTRACT-001] Resposta real respeita o schema declarado pela própria API","chromium-api","2026-09-14","passed","2026-09-14","","api/contract.spec.ts","",""
"","5789","[E2E-DISCOUNT-001] Validar desconto aplicado no card do produto","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/discount-flow.spec.ts","",""
"","5541","[API-WC-CART-SOLD-INDIVIDUALLY-001] Rejeitar atualização para quantidade > 1 em produto sold_individually","chromium-api","2026-09-14","passed","2026-09-14","","api/cart-mutation.spec.ts","",""
"","541","[API-WC-STORE-CART-001] Consultar um carrinho novo","chromium-api","2026-09-14","passed","2026-09-14","Store API","api/store-api.spec.ts","",""
"","7149","[E2E-DISCOUNT-001] Validar desconto aplicado no card do produto","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/discount-flow.spec.ts","",""
"","6850","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-14","passed","2026-09-14","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","1080","[API-WC-STORE-PRODUCTS-001] Consultar produtos disponíveis","chromium-api","2026-09-14","passed","2026-09-14","Store API","api/store-api.spec.ts","",""
"","956","[API-WC-STORE-PRODUCTS-CONTRACT-001] Resposta real respeita o schema declarado pela própria API","chromium-api","2026-09-14","passed","2026-09-14","","api/contract.spec.ts","",""
"","5685","[API-WC-CART-UPDATE-ITEM-001] Atualizar quantidade de uma variação no carrinho","chromium-api","2026-09-14","passed","2026-09-14","","api/cart-mutation.spec.ts","",""
"","8962","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/discount-flow.spec.ts","",""
"","1014","[API-WC-STORE-PRODUCTS-001] Consultar produtos disponíveis","chromium-api","2026-09-14","passed","2026-09-14","Store API","api/store-api.spec.ts","",""
"","7486","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-14","passed","2026-09-14","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","6541","[API-WC-CART-UPDATE-ITEM-001] Atualizar quantidade de uma variação no carrinho","chromium-api","2026-09-14","passed","2026-09-14","","api/cart-mutation.spec.ts","",""
"","478","[API-WC-STORE-CART-001] Consultar um carrinho novo","chromium-api","2026-09-14","passed","2026-09-14","Store API","api/store-api.spec.ts","",""
"","14112","[E2E-PURCHASE-001] Comprar produto autenticado até o checkout","chromium-e2e","2026-09-14","passed","2026-09-14","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","7363","[API-WC-CART-UPDATE-ITEM-001] Atualizar quantidade de uma variação no carrinho","chromium-api","2026-09-14","passed","2026-09-14","","api/cart-mutation.spec.ts","",""
"","6694","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-14","passed","2026-09-14","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","470","[API-WC-STORE-CART-001] Consultar um carrinho novo","chromium-api","2026-09-14","passed","2026-09-14","Store API","api/store-api.spec.ts","",""
"","10451","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/discount-flow.spec.ts","",""
"","7062","[E2E-DISCOUNT-001] Validar desconto aplicado no card do produto","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/discount-flow.spec.ts","",""
"","925","[API-WC-STORE-CART-001] Consultar um carrinho novo","chromium-api","2026-09-14","passed","2026-09-14","Store API","api/store-api.spec.ts","",""
"","6043","[API-WC-CART-UPDATE-ITEM-001] Atualizar quantidade de uma variação no carrinho","chromium-api","2026-09-14","passed","2026-09-14","","api/cart-mutation.spec.ts","",""
"","6076","[E2E-DISCOUNT-001] Validar desconto aplicado no card do produto","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/discount-flow.spec.ts","",""
"","6506","[API-WC-CART-SOLD-INDIVIDUALLY-001] Rejeitar atualização para quantidade > 1 em produto sold_individually","chromium-api","2026-09-14","passed","2026-09-14","","api/cart-mutation.spec.ts","",""
"","1262","[API-WC-STORE-PRODUCTS-CONTRACT-001] Resposta real respeita o schema declarado pela própria API","chromium-api","2026-09-14","passed","2026-09-14","","api/contract.spec.ts","",""
"","1094","[API-WC-STORE-PRODUCTS-CONTRACT-001] Resposta real respeita o schema declarado pela própria API","chromium-api","2026-09-14","passed","2026-09-14","","api/contract.spec.ts","",""
"","14958","[E2E-PURCHASE-001] Comprar produto autenticado até o checkout","chromium-e2e","2026-09-14","passed","2026-09-14","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","10901","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-14","passed","2026-09-14","","e2e/discount-flow.spec.ts","",""
