"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7535","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-19","passed","2026-09-19","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","9438","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-19","passed","2026-09-19","","e2e/discount-flow.spec.ts","",""
"","701","[API-WC-STORE-PRODUCTS-001] Consultar produtos disponíveis","chromium-api","2026-09-19","passed","2026-09-19","Store API","api/store-api.spec.ts","",""
"","963","[API-WC-STORE-CART-001] Consultar um carrinho novo","chromium-api","2026-09-19","passed","2026-09-19","Store API","api/store-api.spec.ts","",""
"","13690","[E2E-CART-QUANTITY-001] Alterar quantidade do item no carrinho pela UI","chromium-e2e","2026-09-19","passed","2026-09-19","","e2e/cart-quantity.spec.ts","",""
"","13099","[E2E-CART-QUANTITY-001] Alterar quantidade do item no carrinho pela UI","chromium-e2e","2026-09-19","passed","2026-09-19","","e2e/cart-quantity.spec.ts","",""
"","6883","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-19","passed","2026-09-19","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","9749","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-19","passed","2026-09-19","","e2e/discount-flow.spec.ts","",""
"","1201","[API-WC-STORE-PRODUCTS-001] Consultar produtos disponíveis","chromium-api","2026-09-19","passed","2026-09-19","Store API","api/store-api.spec.ts","",""
"","6889","[E2E-DISCOUNT-001] Validar desconto aplicado no card do produto","chromium-e2e","2026-09-19","passed","2026-09-19","","e2e/discount-flow.spec.ts","",""
"","643","[API-WC-STORE-PRODUCTS-001] Consultar produtos disponíveis","chromium-api","2026-09-19","passed","2026-09-19","Store API","api/store-api.spec.ts","",""
"","9565","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-19","passed","2026-09-19","","e2e/discount-flow.spec.ts","",""
"","7665","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-19","passed","2026-09-19","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","1988","[API-WC-CART-UPDATE-ITEM-001] Atualizar quantidade de uma variação no carrinho","chromium-api","2026-09-19","failed","2026-09-19","","api/cart-mutation.spec.ts","",""
"","712","[API-WC-STORE-CART-001] Consultar um carrinho novo","chromium-api","2026-09-19","passed","2026-09-19","Store API","api/store-api.spec.ts","",""
"","720","[API-WC-STORE-PRODUCTS-001] Consultar produtos disponíveis","chromium-api","2026-09-19","passed","2026-09-19","Store API","api/store-api.spec.ts","",""
"","4966","[API-WC-CART-UPDATE-ITEM-001] Atualizar quantidade de uma variação no carrinho","chromium-api","2026-09-19","passed","2026-09-19","","api/cart-mutation.spec.ts","",""
