"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15397","[E2E-PURCHASE-001] Comprar produto autenticado até o checkout","chromium-e2e","2026-09-13","passed","2026-09-13","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","1309","[API-WC-STORE-PRODUCTS-001] Consultar produtos disponíveis","chromium-api","2026-09-13","passed","2026-09-13","Store API","api/store-api.spec.ts","",""
"","618","[API-WC-STORE-CART-001] Consultar um carrinho novo","chromium-api","2026-09-13","passed","2026-09-13","Store API","api/store-api.spec.ts","",""
"","1048","[API-WC-STORE-CART-001] Consultar um carrinho novo","chromium-api","2026-09-13","passed","2026-09-13","Store API","api/store-api.spec.ts","",""
"","11481","[E2E-DISCOUNT-002] Validar preço promocional cobrado no carrinho","chromium-e2e","2026-09-13","passed","2026-09-13","","e2e/discount-flow.spec.ts","",""
"","8073","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-13","passed","2026-09-13","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","963","[API-WC-STORE-PRODUCTS-CONTRACT-001] Resposta real respeita o schema declarado pela própria API","chromium-api","2026-09-13","passed","2026-09-13","","api/contract.spec.ts","",""
"","9451","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-13","passed","2026-09-13","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","6119","[API-WC-CART-UPDATE-ITEM-001] Atualizar quantidade de uma variação no carrinho","chromium-api","2026-09-13","passed","2026-09-13","","api/cart-mutation.spec.ts","",""
"","6814","[E2E-DISCOUNT-001] Validar desconto aplicado no card do produto","chromium-e2e","2026-09-13","passed","2026-09-13","","e2e/discount-flow.spec.ts","",""
"","565","[API-WC-STORE-CART-001] Consultar um carrinho novo","chromium-api","2026-09-13","passed","2026-09-13","Store API","api/store-api.spec.ts","",""
"","7783","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-13","passed","2026-09-13","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","1192","[API-WC-STORE-PRODUCTS-001] Consultar produtos disponíveis","chromium-api","2026-09-13","passed","2026-09-13","Store API","api/store-api.spec.ts","",""
"","1438","[API-WC-STORE-PRODUCTS-CONTRACT-001] Resposta real respeita o schema declarado pela própria API","chromium-api","2026-09-13","passed","2026-09-13","","api/contract.spec.ts","",""
