"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4631","[API-WC-CART-UPDATE-ITEM-001] Atualizar quantidade de uma variação no carrinho","chromium-api","2026-09-24","failed","2026-09-24","","api/cart-mutation.spec.ts","",""
"","15003","[E2E-PURCHASE-001] Comprar produto autenticado até o checkout","chromium-e2e","2026-09-24","passed","2026-09-24","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","14622","[E2E-PURCHASE-001] Comprar produto autenticado até o checkout","chromium-e2e","2026-09-24","passed","2026-09-24","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","771","[API-WC-STORE-CART-001] Consultar um carrinho novo","chromium-api","2026-09-24","passed","2026-09-24","Store API","api/store-api.spec.ts","",""
"","4429","[API-WC-CART-SOLD-INDIVIDUALLY-001] Rejeitar atualização para quantidade > 1 em produto sold_individually","chromium-api","2026-09-24","passed","2026-09-24","","api/cart-mutation.spec.ts","",""
"","16307","[E2E-CART-QUANTITY-001] Alterar quantidade do item no carrinho pela UI","chromium-e2e","2026-09-24","failed","2026-09-24","","e2e/cart-quantity.spec.ts","",""
"","14962","[E2E-PURCHASE-001] Comprar produto autenticado até o checkout","chromium-e2e","2026-09-24","passed","2026-09-24","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","7012","[E2E-PURCHASE-002] Validar produto sem controle de compra","chromium-e2e","2026-09-24","passed","2026-09-24","Purchase flow","e2e/purchase-flow.spec.ts","",""
"","1084","[API-WC-STORE-PRODUCTS-CONTRACT-001] Resposta real respeita o schema declarado pela própria API","chromium-api","2026-09-24","passed","2026-09-24","","api/contract.spec.ts","",""
"","4839","[API-WC-CART-UPDATE-ITEM-001] Atualizar quantidade de uma variação no carrinho","chromium-api","2026-09-24","failed","2026-09-24","","api/cart-mutation.spec.ts","",""
"","1052","[API-WC-STORE-PRODUCTS-CONTRACT-001] Resposta real respeita o schema declarado pela própria API","chromium-api","2026-09-24","passed","2026-09-24","","api/contract.spec.ts","",""
